description_text,workplace_address_city,driving_license_required,employment_type_label,working_hours_type_label
"Jag är en man boende i Täby som använder mig av personlig assistans som mitt mänskliga hjälpmedel. Du som söker kommer att assistera mig i hemmet eller där jag befinner mig. Då jag har stort omvårdnadsbehov söker jag nu en erfaren och tålmodig assistent som kan hjälpa mig i min vardag.   Du som söker har tidigare erfarenhet från vård och omsorg och/eller utbildning. Du är 30år eller äldre och har goda kunskaper i svenska.  Du får ej vara pälsdjursallergiker då jag har en katt. Rökfri.   Tjänst 1 Heltid; dag, kväll, helg. Ange referens ""409DAG"" Tjänst 2 Deltid; vaken natt. Ange referens ""409NATT""",STOCKHOLM,No,,Heltid/Deltid
"Tibble Gymnasium , Täby söker behörig lärare i  svenska och tyska. I tjänsten ingår att undervisa vår specialutformade språk- klass i Tyskland under 4 veckor. Tjänsten är heltid under läsåret 2006/2007  Vi har följande program:  Samhällsvetenskapligt program  Estetiskt program  Handels- och administrationsprogram  Specialutformade program på SP-grund",TÄBY,No,,Heltid
"Vi söker vikarier till nattpatrullen i Täby  HSB Omsorg söker dels en sommarvikarie from juli, samt ett föräldraledighetsvik from september, till vår nattpatrull i Täby.    Om HSB Omsorg HSB Omsorg AB är ett företag med mångårig erfarenhet av vård och omsorg och ägs av HSB Stockholm.HSB Omsorg arbetar med hemtjänst, hushållsnära tjänster, äldreboenden, bovärdinnor, korttidsvård utomlands, volontärer samt larm och nattpatrullverksamhet.Vi är i dag verksamma i Täby, Danderyd, Järfälla, Haninge, Huddinge, Sollentuna, Solna, Österåker och Stockholms stad.HSB Omsorg arbetar för att alla ska känna trygghet i boendet.Därför anpassar vi våra tjänster efter våra kunders behov, krav och förväntningar.HSB Omsorg tillhör den kooperativa HSB rörelsen och har varit verksamma sedan 1993.Våra nyckelvärderingar är hederlighet, öppenhet, socialt ansvar och omsorg om andra.Vår belöning är nöjda kunder.Nattpatrullen i Täby, ansvarar för dels för all hemtjänst nattetid i hela kommunen, dels för 3 särskilda boenden samt besvarar och åtgärdar alla trygghetslarm, gruppen är indelad i två grupper där ena gruppen arb i huvudsak inne i våra seniorboenden och den andra ute i resterande Täby.Vikariaten är med placering inne.Våra krav är att du har vårdutbildning och erfarenhet av vårdarbete.Du ska behärska det svenska språket väl i både tal och skrift.Vi lägger stor vikt vid personlig lämplighet.   Lyktans   Sista ansökningsdag 2006-04-28.Märk ansökan med ""nattvikariat""   Välkommen med ansökan bestående av personligt brev och CV samt uppgift om var du är intresserad av att arbeta!   ",TÄBY,No,,Heltid
"Vi söker till Täby Komvux en lärare inom Svenskundervisning för invandrare (Sfi).Du ingår i en grupp av sex lärare som arbetar med Sfi.Vi behöver dig för att med en annan lärare dela arbetet i en Sfi-grupp inom studieväg 1 (analfabeter och lågutbildade), dagtid 4 förmiddagar i veckan.Vi behöver dig dessutom till en blandad Sfi-grupp inom studieväg 2 och 3 på kvällstid (måndagar och onsdagar).   Därför vill vi att du har utbildning i Svenska som andraspråk, i läs- och skrivinlärning - gärna som specialpedagog - samt erfarenhet av arbete med lågutbildade invandrare.   ",TÄBY,No,,Heltid
"Vallatorpsskolan söker   LÄRARE  Vallatorpsskolan är en kommunal F- 9 skola med knappt 500 elever, belägen i Täby.Skolans 6-9 del byggdes 2001 och har moderna ändamålsenliga lokaler.   LÄRARE MATEMATIK / NO  biologi, fysik och kemi  skolår 6-9   Heltidstjänst.Klassföreståndarskap ingår i tjänsten.Tillträde  14 augusti 2006.LÄRARE SVENSKA / SPANSKA / ENGELSKA, skolår 6-9  Deltid.Vikariat läsåret 2006-2007, med tillträde 14 augusti 2006.   Lön:  Månadslön enligt överenskommelse.Din ansökan vill vi ha omgående dock senast den 9 juni 2006.rektor Britt-Marie Brottman-Adamsson   ",TÄBY,No,,Heltid/Deltid
Näsbyparksskolan Näsbyparks rektorsområde   söker  SPECIALPEDAGOG/SPECIALLÄRARE  en erfaren lärare med vidareutbildning som specialpedagog/speciallärare för undervisning i första hand i engelska och svenska för år 6.Tjänsten omfattar även stöd till äldre elever i år  7-9.Tjänsten är på 100 % under hösten 2006 och på 50 % under våren 2007.   Näsbyparksskolan är en kommunal grundskola med år 4-9 och belägen i Näsbypark.,TÄBY,No,,Heltid/Deltid
"Näsbyparks rektorsområde består av Näsbyparksskolan med år 4-9, Norskolan och Slottsparksskolan med år F-3 samt Näsbyviks resursskola.Vi arbetar i arbetslag och skolorna samarbetar för att ha en helhetssyn för år F-9.Totala elevantalet är ca 770 i området.Vi söker  BEHÖRIGA SPRÅKLÄRARE Engelska/Franska under läsåret 2006/2007, 85 %.Tjänsten är förlagd till år 6-9 i Näsbyparksskolan.Mentorskap ingår i tjänsten.Engelska under hösten 2006, 36 %.Vikariat.Tillträde 14 augusti  2006.   Vi söker även  BEHÖRIG LÄRARE i  Trä- och metallslöjd under läsåret 2006/2007, 32 %.Merparten av tjänsten är förlagd till år 4-5 i Näsbyparksskolan.   Tillträde 14 augusti  2006.",TÄBY,No,,Deltid
"Ångarens vårdboende i Täby söker vårdbiträde för timanställning under sommaren.

Arbetsuppgifter
Åldringsvård

Utbildning/Erfarenhet
Erfarenhet / personliga egenskaper av bemötande",,No,,Deltid
"TÄBY KOMMUN  Åva gymnsium  söker Ellärare  Åva gymnasium har 1100 elever och ligger nära Täby centrum.Skolan erbjuder följande program: Barn- och fritidsprogrammet, Elprogrammet, Fordonsprogrammet, Hotell- och restaurangprogrammet, Internationell Baccalaureate, Individuella programmet, Kost- och hälsoprogrammet, Naturvetenskapsprogrammet och Teknikprogrammet.Utbildningen håller hög kvalitet och fick i skolverkets rapport 2005 mycket gott omdöme.Elprogrammet har en starkt ökande elevtillströmning och vi söker för läsåret 2006/2007 följande behöriga gymnasielärare:  Elprogrammet, 1 heltidstjänst Ellära B, Styrteknik A, Elkunskap A, Datorkommunikation, Lokala nätverk A, Reglerteknik A, Lokala datanät, Mätteknik, Styrteknik B och Hemsidesproduktion.Teknikprogrammet/Elprogrammet, 1 heltidstjänst Datakunskap, Matematik A och B, ElläraA, Elektronik gk, Digitalteknik A, Ellära B, Växelström 3-fas, Arbetsmiljö- och säkerhet, Projekt och företagande.   Om du är intresserad av någon av ovanstående tjänster skulle vi uppskatta om du kunde skicka in din ansökan omgående.",TÄBY,No,,Heltid
Norskolan  söker   BARNSKÖTARE Tjänsten är på 50 % och förlagd till eftermiddagstid på fritids med start 14 augusti 2006.Norskolan  är en liten trivsam skola i en lugn och trevlig miljö med drygt 140 elever från förskoleklass till år 3 samt fritidsavdelningar.Skolan arbetar Bifrostinspirerat och är med i Friends.Upplysningar om tjänsten lämnas av bitr.,TÄBY,No,,Deltid
"Team TSP AB är ett tekniskt konsultföretag inom installationsområdena tele och säkerhet samt styr och övervakning.Team TSP AB är ett privat aktiebolag som bildades för 19 år sedan och som idag har 26 anställda.Vi är därigenom till omfattningen ett av de större inom dessa områden.Vi är inne i en expansiv fas med kraftigt ökande uppdragsvolymer och vi säker därför såväl handläggare som konstruktörer till vår tele- och säkerhetsavdelning.Dina arbetsuppgifter kommer att omfatta utredning och projektering av teletekniska system för förvaltningsbyggnader, museer, polishus, rättscentrum mm.   De teletekniska systemen är mycket omfattande i flertalet av de projekt vi medverkar i.Nedan följer exempel på några av de teletekniska system som ingår i de projekten: - Teletekniska säkerhetssystem.- Brandlarmsystem.- Teletekniska system av allmän karaktär.- Fastighetsnät för informationsöverföring.- Teletekniska AV-system.I flera av de projekt vi medverkar i ingår även låssystem och byggnadsteknisk säkerhet i vårt åtagande.Vi tror att du är gymnasie- eller högskoleingenjör med mångårig erfarenhet av konsult- och entreprenörsverksamhet inom aktuellt område.Tidigare erfarenhet av arbete med säkerhetssystem är meriterande.Som person tror vi att du är initiativrik, har lätt för att samarbeta i grupp, är kvalitetsmedveten och serviceinriktad.Du känner personligt ansvar för dina arbetsuppgifter och är lyhörd för våra kunders önskemål och behov.Du kommer antingen att leda egna projekt eller arbeta i en större grupp.Vi kan erbjuda Dig ett intressant och omväxlande arbete med goda löne- och anställningsförhållanden.",TÄBY,No,,Heltid
"Näsbyparks rektorsområde består av Näsbyparksskolan med år 4-9, Norskolan och Slottsparksskolan med år F-3 samt Näsbyviks resursskola.Vi arbetar i arbetslag och skolorna samarbetar för att ha en helhetssyn för år F-9.Totala elevantalet är ca 770 i området.Vi söker   behörig LÄRARE i hem- och konsumentkunskap för ett vikariat nästa läsår.Tjänsten omfattar i dagsläget ca 80 % och är förlagd till Näsbyparksskolan.",TÄBY,No,,Deltid
Täby Komvux söker i första hand under höstterminen 2006 en lärare för undervisning inom grundläggande svenska som andra språk samt gymnasiekursen svenska som andra språk SAS A. Undervisningen är förlagd till dagtid och omfattar ca 40 %.,TÄBY,No,,Deltid
"Tack vare ökat elevantal behöver vi under nästa läsår en person som kan undervisa i trä- och metallslöjd en dag i veckan  Vi vill möta dig - vi är övertygade om att varje möte innebär en möjlighet till utveckling! Ta en titt på vår hemsida, www.lottingelundsskolan.taby.se Du får jobba tillsammans med positiva, kreativt och kunniga medarbetare. Slöjdundervisningen bedrivs i fina lokaler i vår 6-9-del, Gribby Gård, men gäller våra elever år 3 -5.  Skolan ligger naturskönt intill Rönningesjön i östra Täby norr om Stockholm. Vi har 220 elever i ålder 6 - 11 indelade i 3 arbetslag med integrerad fritidsverksamhet. Kom hit - du är kanske den kugge vi just nu saknar!",TÄBY,No,,Deltid
"      Att han/hon delar Svenska Kyrkans värderingar.Ej utomhusjobb.",,No,,Deltid
"ABC Skoltröjor AB är det ledande företaget inom försäljning av studentmössor till Sveriges gymnasieskolor. Vi är ett relativt ungt företag med en urstark tillväxt och en stor tilltro till våran produkt och vår marknad. I vårt företag har vi alltid ett starkt fokus på kvalite och service.   Nu söker vi ett antal duktiga säljassistenter som kommer att arbeta med att hjälpa landets blivande studenter med att prova ut och beställa studentmössor och tillhörande kollektion på landets gymnasieskolor. I ditt arbete jobbar du i ett team som besöker gymnasieskolorna i det distrikt du blir tilldelad.  Som säljassistent på ABC är du utåtriktad och social. Du är punktlig, ansvarskännande har lätt för att samarbeta med andra då du jobbar i ett team och med många nya människor varje dag.   Vi utbildar dig internt för uppdraget så du behöver inte ha någon tidigare säljerfarenhet, även om det naturligtvis är ett plus!  Bifoga gärna en bild i din ansökan och glöm inte att nämna tidigare liknande arbeten och referenser. Har du tillgång till egen bil är detta ett plus, men körkort är ett krav.  Vi ser fram emot att höra ifrån dig!",Täby,No,,Heltid
"ABC Skoltröjor AB är det ledande företaget inom försäljning av studentmössor till Sveriges gymnasieskolor. Vi är ett relativt ungt företag med en urstark tillväxt och en stor tilltro till våran produkt och vår marknad. I vårt företag har vi alltid ett starkt fokus på kvalite och service.   Nu söker vi ett antal duktiga säljassistenter som kommer att arbeta med att hjälpa landets blivande studenter med att prova ut och beställa studentmössor och tillhörande kollektion på landets gymnasieskolor. I ditt arbete jobbar du i ett team som besöker gymnasieskolorna i det distrikt du blir tilldelad.  Som säljassistent på ABC är du utåtriktad och social. Du är punktlig, ansvarskännande har lätt för att samarbeta med andra då du jobbar i ett team och med många nya människor varje dag.   Vi utbildar dig internt för uppdraget så du behöver inte ha någon tidigare säljerfarenhet, även om det naturligtvis är ett plus!  Bifoga gärna en bild i din ansökan och glöm inte att nämna tidigare liknande arbeten och referenser. Har du tillgång till egen bil är detta ett plus, men körkort är ett krav.  Vi ser fram emot att höra ifrån dig!",Täby,No,,Heltid
"ABC Skoltröjor AB är det ledande företaget inom försäljning av studentmössor till Sveriges gymnasieskolor. Vi är ett relativt ungt företag med en urstark tillväxt och en stor tilltro till våran produkt och vår marknad. I vårt företag har vi alltid ett starkt fokus på kvalite och service.   Nu söker vi ett antal duktiga säljassistenter som kommer att arbeta med att hjälpa landets blivande studenter med att prova ut och beställa studentmössor och tillhörande kollektion på landets gymnasieskolor. I ditt arbete jobbar du i ett team som besöker gymnasieskolorna i det distrikt du blir tilldelad.  Som säljassistent på ABC är du utåtriktad och social. Du är punktlig, ansvarskännande har lätt för att samarbeta med andra då du jobbar i ett team och med många nya människor varje dag.   Vi utbildar dig internt för uppdraget så du behöver inte ha någon tidigare säljerfarenhet, även om det naturligtvis är ett plus!  Bifoga gärna en bild i din ansökan och glöm inte att nämna tidigare liknande arbeten och referenser. Har du tillgång till egen bil är detta ett plus, men körkort är ett krav.  Vi ser fram emot att höra ifrån dig!",Täby,No,,Heltid
"Bli Biträdande Butikschef (BBC) i en av detaljhandelns mest expansiva kedjor. JYSK AB fortsätter att expandera och söker därför en målinriktad och engagerad biträdande butikschef som har ambitioner att fortsätta lyfta vår butik i Arninge. För rätt person finns det möjlighet till karriär inom en ständigt växande organisation.

Det läggs stor vikt på att du :

* Har erfarenhet av ledarrollen
* Har erfarenhet av att jobba med koncept, gärna från * detaljhandeln
* Är resultatinriktad
* Kan arbeta självständigt
* Är engagerad och beredd att ""hugga  i"" när det behövs
* Kan bidra till ett gott samarbete med duktiga kollegor


Delar våra gemensamma värderingar.
* God affärsanda
* God kollega
* Gemensam kåranda
Vilka är fundamentet för att kunna ge kunderna ett
 ""Bra erbjudande"".",,No,,Heltid
"Jula Postorder AB är ett framgångsrikt och expansivt företag inom lågprishandel med varor för villa, fritid,  hemma fixare, hantverkare, lantbruk och småindustri. Vi marknadsför oss bl a med  Julakatalogen som kommer ut två gånger per år. Vi har för närvarande 16 st varuhus, som kommer att vara 18 st vid utgången av 2006. Vi bedriver även försäljning på www.jula.se. Omsättningen är beräknad till 1,6 miljarder kr 2006 och vi sysselsätter ca 600 personer.   ARBETSUPPGIFTER: Att aktivt i varuhuset sälja Julas breda sortiment samt serva våra kunder med råd och lösningar, exponering samt varupåfyllnad.",Täby,No,,Deltid
,TÄBY,No,,Deltid
"Bemannia är ett komplett fullserviceföretag inom bemanningsbranschen.Ledningen för Bemannia har över 20 års erfarenhet och har mycket  välutbildade och kompetenta medarbetare.Bemannia rekryterar och hyr ut personal inom affärsområdena Kontor, Ekonomi, IT, Lager & Industri och Butik.Bemannia finns i trivsamma lokaler i Ektorp C.   Vi söker nu omgående en person för arbete ute hos en av våra trevliga kunder i Täby.Truckkort, behörighet vad det gäller motviktstruck är ett krav.I arbetsuppgifterna ingår kontroll av inkommet gods, lägga in pallar på höglagret samt rapportera in titel, art samt kvantitet i datorn.   Du ska ha plockvana och truckkort.Erfarenhet av olika lagersystem så som Movex och SAP är meriterande.   Du som söker bör ha en en väl dokumenterad bakrund och goda referenser, behärska svenska i tal och skrift samt vara självgående och socialt utåtriktad.   OBS!Endast fullständig ansökan beaktas med ett CV och ett personligt brev bifogat.Välkommen till Bemannia - Rätt Person Direkt!",Nacka,No,,Heltid
Täby Gymnasiesärskola erbjuder studier på det Individuella programmet och har såväl Yrkesträning som Verksamhetsträning.Skolan har f n 40 elever.   Vi söker en elevassistent som ingår i ett av våra arbetslag men som kommer att ha ett särskilt ansvar för en av våra kvinnliga elever.Vi söker dig som har erfarenhet av arbete med denna elevgrupp och/ eller erfarenhet av omvårdande arbetsuppgifter.Eftersom arbetet  bl a  innebär assistans i bad och idrott och vid toabesök  ser vi helst kvinnliga sökanden.   Vi erbjuder dig en god arbetsmiljö och arbetsgemenskap i vackra och  ändamålsenliga lokaler i Täby.   Omfattning: 80%  Välkommen på ett besök.    För mer information om tjänsten:      ,TÄBY,No,,Deltid
"Prima Bemanning AB är ett auktoriserat bemanningsföretag med stor branschkunskap. Vi är ett snabbt växande bemanningsföretag och ett självklart alternativ på orter där Prima Bemanning har verksamhet. Företaget rekryterar och hyr ut kompetent personal inom områdena industri, teknik och logistik, samt utför truckutbildning och logistikentreprenader.   Prima Bemanning söker en erfaren MIG/MAG svetsare med verkstads-, eller industriteknisk bakgrund för uthyrningsuppdrag  Du är  noggrann, flexibel och har känsla för service.     Arbetsuppgifter:  Produktionssvetsning på verkstad.   Kvalifikationer:  1-3 års erfarenhet av produktionssvetsning MIG/MAG. Lämplig utbildningsbakgrund är verkstads-, industriteknisk utbildning med inriktning plåt&svets eller motsvarande.",Huddinge,No,,Heltid
"CD-Bokshopen,  www.cdbokshopen.se, är Sveriges största distributör av ljudböcker och distribuerar ljudböcker i från samtliga av de namnkunnigaste förlagen på den svenska marknaden.Select Trading AB har sitt säte i Täby.En resande representant/säljare som vill ha ett omväxlande arbete i en av Svensk bok- fackhandelns snabbast växande marknader och vill vara med att utveckla CD-bok marknaden.Tjänsten Vi söker till CD-Bokshopen, en engagerad och målmedveten distriktsrepresentant/säljare.Du skall inom distriktet skapa förutsättningar för en optimal försäljning och ny etablering av butikskonceptet CD-Bokshopen tillsammans med våra befintliga och nya kunder.Du kommer att  ansvara för ett stort antal redan etablerade kunder likväl vara drivande i att utveckla nya etableringar/marknader.Bland våra större återförsäljare finns de större bensinkedjorna, leksakhandeln, bokhandeln, Bergendahlsgruppen och flera större varuhus m fl.Din profil För att lyckas med detta tror vi att du är 20-25 år gärna med något års erfarenhet från försäljning mot fackhandeln.Du behöver inte nödvändigtvis ha erfarenhet från branschen.Vi sätter stor vikt på social kompetens, att du kan arbeta självständigt och på ett kreativt sätt utveckla goda och långsiktiga relationer.Vi erbjuder Ett självständigt och ansvarsfullt arbete i ett glatt team med högt tempo.Vi är ett företag som arbetar målmedvetet och resultatinriktat och vi uppskattar lojalitet och god kamratskap.I tjänsten ingår fast lön + företagsbil samt erforderliga arbetsredskap.Du utgår från ditt hemmakontor.Övrigt God PC-vana i Windows och Office-paketet.Goda kunskaper i svenska både vad gäller tal och skrift.Du bor i Stockholmsområdet.För att få en jämnare könsfördelning i vår säljkår ser vi gärna kvinnliga sökanden.",TÄBY,No,,Heltid
"Var med och utveckla vårt nya koncept från 1 januari 2006;  Med Veda och Barke i naturen. Frilufts Förskolor har tre förskolor i Täby, tre förskolor i Hässelby, tre förskolor i Sollentuna samt en förskola i Upplands Väsby.  Förutom att vi arbetar, utbildar och utvecklas gemensamt, så har vi också roligt tillsammans. Dessutom erbjuder vi fria måltider, friskvårdsbidrag samt arbetskläder. Besök gärna vår hemsida där även vår medarbetarpolicy beskrivs.  Vi söker till Frilufts Förskolor Broby, Täby  Förskollärare eller likvärdig pedagog, barnskötare med dokumenterad erfarenhet. 40 tim/v. tillsvidare anställning. Tillträde: ht 2006.  Några rader om vår verksamhet; vi arbetar med utomhus- och naturpedagogisk metodik, och använder naturen som resurs. Det gör att upptäckarglädjen och forskningslusten aldrig tar slut. I naturen finns alla förutsättningar att upptäcka, utforska och leka tillsammans. Naturupplevelser i grupp tillfredsställer barnens tre grundläggande behov. Behov av kunskap (gruppkänsla). Att kunna röra sig fritt i skog och mark ger lätt upphov till sociala kontakter av olika slag. Den bästa lekplatsen för barn är en skog, en äng eller en strand. Var kan man öva sig att gå, springa, hoppa, balansera, krypa, åla eller klättra bättre än i variationsrik natur?  Genom att vistas i naturen varje dag, och prata om den, stimuleras nyfikenheten till nya upptäckter, som leder till egna slutsatser. Detta leder i sin tur till en fördjupad förståelse för olika sammanhang mellan växter, djur, människor och vår miljö.  Du som söker ska ha giltig svensk utbildning, gärna erfarenhet samt ett stort intresse av att arbeta med barn i naturen.  Referenser samt giltigt utdrag från belastningsregistret krävs.  Förskolan skall vara trygg, rolig och lärorik! Hör av dig så berättar vi mer!",JÄRFÄLLA,No,,Heltid
"Social omsorg Öppen hemtjänst  söker   UNDERSKÖTERSKOR/VÅRDBITRÄDEN, timvikarier  Undersköterskor/vårdbiträden som kan jobba vid behov dagar, helger och kvällar Vi ser gärna att du har tidigare erfarenhet av att jobba med äldre.Vi utför hemtjänst i de egna hemmen utifrån biståndsbedömda beslut.Arbetsuppgifterna är varierande, viktigt att man är flexibel och har lätt för att samarbeta.Stor vikt läggs vid personlig lämplighet.   Skicka in skriftlig ansökan senast 15 september till någon av nedanstående personer.      ",TÄBY,No,,Heltid/Deltid
"Plåtslagare för tunga fordon med erfarenhet.  Techlog Personal är ett rekryterings-, bemannings- och outplacementföretag som är specialiserade till verksamhet för verkstad/fordon och fastighet/bygg. Techlog Personal är medlem i bemanningsförbundet/Almega och har kollektivavtal.    Vi söker Dig som har gedigen erfarenhet av plåtslagaryrket för tunga fordon, lasbilar, bussar eller entreprenadmaskiner.    Bakgrund och egenskaper:  - teknisk utbildning, fordon, maskin, svets eller motsvarande  - Praktiskt handlag samt yrkeserfarenhet plåtslagning - Motiverad och målinriktad med sikte inställt på att bli ännu bättre inom proffesionen - Stort intresse för tunga fordon och teknik  - B körkort är ett krav  - Du är snabb och tar egna initiativ  För att passa in som plåtslagare hos uppdragsgivaren söker vi dig som har ett brinnande intresse för fordon och teknik samt att du genom stort engagemang vill utvecklas i din roll som plåtslagare.   Rekryteringsprocess:  Techlog rekryterar löpande till uppdragsgivaren och önskar din ansökan och meritförteckning med referenser snarast.",Stockholm,No,,Heltid
"Bemannia är ett komplett fullserviceföretag inom bemanningsbranschen.Ledningen för Bemannia har över 20 års erfarenhet och har mycket  välutbildade och kompetenta medarbetare.Bemannia rekryterar och hyr ut personal inom affärsområdena Kontor, Ekonomi, IT, Lager & Industri och Butik.Bemannia finns i trivsamma lokaler i Ektorp C.   Vi söker nu omgående en person för arbete ute hos en av våra trevliga kunder i Täby.Truckkort, behörighet vad det gäller motviktstruck är ett krav.I arbetsuppgifterna ingår kontroll av inkommet gods, lägga in pallar på höglagret samt rapportera in titel, art samt kvantitet i datorn.   Du ska ha plockvana och truckkort.Erfarenhet av olika lagersystem så som Movex och SAP är meriterande.   Du som söker bör ha en en väl dokumenterad bakrund och goda referenser, behärska svenska i tal och skrift samt vara självgående och socialt utåtriktad.   OBS!Endast fullständig ansökan beaktas med ett CV och ett personligt brev bifogat.Välkommen till Bemannia - Rätt Person Direkt!",Nacka,No,,Heltid
" Sector Alarm AB är ett av nordens största företag inom bostadslarm med lokalkontor på ett 30-tal orter runt om i landet.Vi erbjuder bostadslarm inkluderande väktartjänst och automatisk koppling till SOS Alarm.Är du ung, hungrig och motiverad och vill ha ett utmanande arbete med goda förtjänstmöjligheter?   Om så är fallet så har vi en plats för dig på vår nyöppnade filial, belägen i Täby.De säljare som lyckas hos oss är de som är villiga att lägga ner hårt arbete efter vår modell.   Vi ger dig möjligheten att snabbt tjäna mycket pengar och jobba dig uppåt inom företaget.Vi satsar på våra anställda och vi kräver att våra anställda satsar på oss.Tidigare säljjobb är en merit men inget krav.   ",Göteborg,No,,Heltid
Vi söker en däckmontör/däckbytare inför kommande säsong.   Vi söker dig som har erfarenhet från arbete med bilar samt har ett serviceinriktat och trevligt sätt. Krav är att du tidigare jobbat med däck.      Långa arbetspass kvälls och helgarbete kan förekomma  Välkommen med din ansökan!,TÄBY,No,,Heltid
"Arbetsuppgifter:         Arbetsuppgifterna består av kvalificerat utredningsarbete enligt SoL,  motivationsarbete, utvärdering, nätverksmöte och uppföljning av insatserna. Nära samarbete med utförarna av beslut i den egna enheten, med psykiatriska öppenvårdsmottagningen, slutenvårdskliniken inom landstinget, HVB-hem och andra samarbetspartner.   Arbetsplats:                I Kommunpsykiatriska enheten ingår myndighetsutövning, boende, sysselsättning och fritidsverksamhet för vuxna personer med omfattande och långvariga psykiska funktionshinder samt komplexa vårdbehov. Biståndsbeslut fattas huvudsakligen enligt SoL Då beaktas även psykiatrireformens intentioner och riktlinjer samt mål från socialnämnden. Som psykiatrihandläggare har du ditt tjänsterum på ORIGO- mottagningen vilket är en öppenvårdsmottagning för täbybor med missbruks- och beroendeproblematik.  Önskvärda  kvalifikationer:                Socionomexamen eller annan högskoleutbildning samt erfarenhet av arbete med vår klientgrupp. Du är lyhörd, vidsynt och har förmåga att sätta dig in i andra människors situation. Du behöver vara initiativrik, flexibel, kunna arbeta självständigt samt ha god samarbetsförmåga.   Vi ser gärna att du innehar körkort. Vi fäster stor vikt på personlig lämplighet.  Övrigt:       Till hjälp i arbetet har vi kontinuerligt extern handledning. Ange löneanspråk",TÄBY,No,,Heltid
"Bemannia är ett komplett fullserviceföretag inom bemanningsbranschen.Ledningen för Bemannia har över 20 års erfarenhet och har mycket  välutbildade och kompetenta medarbetare.Bemannia rekryterar och hyr ut personal inom affärsområdena Kontor, Ekonomi, IT, Lager & Industri och Butik.Bemannia finns i trivsamma lokaler i Ektorp C.   Vi söker nu omgående en person för arbete ute hos en av våra trevliga kunder i Täby.Truckkort, behörighet vad det gäller motviktstruck är ett krav.I arbetsuppgifterna ingår kontroll av inkommet gods, lägga in pallar på höglagret samt rapportera in titel, art samt kvantitet i datorn.   Du ska ha plockvana och truckkort.Erfarenhet av olika lagersystem så som Movex och SAP är meriterande.   Du som söker bör ha en en väl dokumenterad bakrund och goda referenser, behärska svenska i tal och skrift samt vara självgående och socialt utåtriktad.   OBS!Endast fullständig ansökan beaktas med ett CV och ett personligt brev bifogat.Välkommen till Bemannia - Rätt Person Direkt!",Nacka,No,,Heltid
"LEASAB är ett rekryteringsföretag som har uppdragsgivare över hela Sverige.  LEASAB har för närvarande ett akut behov av en vattengympa ledare för 2 st kvinnliga grupper. Uppdragsgivaren är belägen i Täby.  Du är en duktig, frammåt, engagerad och glad person. Du arbetar 2 dgr i veckan ht; tisdag och onsdag.  Arbetstid: 17.15 - 20.15, 3 pass per dag a 30 min.  Därimellan finns tid för bubbelbad. Ev. är du utbildad massör och kan massera mellan passen, du väljer hur du vill lägga upp tiden mellan de olika passen.  Du är antingen utbildad sjukgymnast alt. har tidigare vana av att leda vattengympa.  Timlön alt. egen företagare som fakturerar.",SKÄRPLINGE,No,,Deltid
"      Vi behöver förstärka bemanningen på vår verktygsavdelning.Vi söker Dig som är händig och har erfarenhet av verktyg och maskiner gärna inom detaljhandeln eller hantverksbranschen.   Dina arbetsuppgifter är givetvis försäljning och att ge bästa tänkbara service.Du sköter även påfyllning av varor, varuexponering, varubeställningar och har Ditt eget ansvarsområde.För att trivas hos oss på K-Rauta i Täby är Du: positiv, noggrann, pålitlig och stresstålig.   Du behärskar svenska i tal och skrift.Det är ett stort plus om Du har truckkort.",TÄBY,No,,Heltid
"Social omsorg Egen Regi Jarlabankesväg 42    (  Byle gb)  söker  PERSONLIGA ASSISTENTER Heltid / deltid  Jarlabankesväg 42 är ett ombyggt gruppboende till egna lägenheter för vuxna funktionshindrade som omfattas av LSS och har personliga assistenter.Abetet utgår från den enskildes individuella behov.Vi söker dig som har grund och påbyggnad för omsorger om utvecklingsstörning,  mentalskötarutbildning eller annan likvärdig  utbildning.Tillträde efter överenskommelse.Dessa tjänster kan behövas tas i anspråk till övertalig personal eller personal med företrädesrätt.",TÄBY,No,,Heltid/Deltid
"Vi expanderar kraftigt och söker nu 2 säljare på varje ort.  Vi jobbar med direktförsäljning till företag och privatkonsumenter och du åker ut på redan förbokade besök gjorda av vår egen kundbokningsavdelning.  Produkten vi saluför såg dagens ljus 1914 och finns etablerad i över 70 olika länder och är världens främsta inom sitt område.  Produkten består och hanterar ett 30-tal olika funktioner, så som sprutlackering, rekonditionering av bilen, massage, golvpolering, slipning samt mycket annat men den får ändå plats på ett A-4 papper.  Vi söker nu nya medarbetare för omedelbar anställning inom företaget. Tidigare erfarenheter är inte nödvändig då vi internutbildar all personal från grunden.  Kontoret är  ny öppnat så det finns möjligheter att avancera ganska snabbt till arbetsledare och andra tjänster.  Vi skall öppna 6 st filialer i  mellan Sverige och kommer att ta all personal till det ur egna led.  Du jobbar inom din hemkommun med ca 5 mils radie",Norsborg,No,,Heltid
